Action Name;Time (sequence)(s);Time (action)(s);Shear stress(Pa);Shear rate(s-¹);Shear strain(%);Normal force(N);Complex shear strain(%);Frequency(Hz);Complex shear stress(Pa);Shear modulus (elastic component)(Pa);Shear modulus (viscous component)(Pa);Shear modulus (complex component)(Pa);Torque(N m);Angular displacement(rad);Temperature(°C);Gap(mm)
Oscillation Single Frequency (3);4,099E+003;6,562;;;;0,1832;;;;;;;6,316E-006;-1,987E-004;21,00;9,1500
Oscillation Single Frequency (3);4,099E+003;6,641;;;;0,1835;;;;;;;3,738E-006;-2,442E-004;21,00;9,1500
Oscillation Single Frequency (3);4,099E+003;6,719;;;;0,1833;;;;;;;1,160E-006;-2,878E-004;21,00;9,1500
Oscillation Single Frequency (3);4,099E+003;6,797;;;;0,1835;;;;;;;-1,420E-006;-3,321E-004;21,00;9,1500
Oscillation Single Frequency (3);4,099E+003;6,875;;;;0,1834;;;;;;;-3,998E-006;-3,759E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;6,953;;;;0,1832;;;;;;;-6,571E-006;-4,207E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,031;;;;0,1834;;;;;;;-9,135E-006;-4,650E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,109;;;;0,1834;;;;;;;-1,169E-005;-5,091E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,187;;;;0,1833;;;;;;;-1,422E-005;-5,546E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,266;;;;0,1830;;;;;;;-1,674E-005;-5,992E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,344;;;;0,1829;;;;;;;-1,924E-005;-6,436E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,422;;;;0,1828;;;;;;;-2,171E-005;-6,872E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,500;;;;0,1835;;;;;;;-2,415E-005;-7,302E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,578;;;;0,1833;;;;;;;-2,656E-005;-7,733E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,656;;;;0,1830;;;;;;;-2,893E-005;-8,166E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,734;;;;0,1831;;;;;;;-3,127E-005;-8,593E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,812;;;;0,1833;;;;;;;-3,356E-005;-9,008E-004;21,00;9,1500
Oscillation Single Frequency (3);4,100E+003;7,891;;;;0,1835;;;;;;;-3,581E-005;-9,409E-004;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;7,969;;;;0,1833;;;;;;;-3,802E-005;-9,804E-004;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,047;;;;0,1832;;;;;;;-4,017E-005;-1,021E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,125;;;;0,1831;;;;;;;-4,227E-005;-1,061E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,203;;;;0,1830;;;;;;;-4,431E-005;-1,097E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,281;;;;0,1831;;;;;;;-4,630E-005;-1,132E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,359;;;;0,1830;;;;;;;-4,822E-005;-1,168E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,437;;;;0,1832;;;;;;;-5,008E-005;-1,203E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,516;;;;0,1829;;;;;;;-5,188E-005;-1,236E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,594;;;;0,1829;;;;;;;-5,360E-005;-1,268E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,672;;;;0,1831;;;;;;;-5,526E-005;-1,300E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,750;;;;0,1831;;;;;;;-5,684E-005;-1,331E-003;21,00;9,1500
Oscillation Single Frequency (3);4,101E+003;8,828;;;;0,1829;;;;;;;-5,834E-005;-1,360E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;8,906;;;;0,1826;;;;;;;-5,977E-005;-1,389E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;8,984;;;;0,1828;;;;;;;-6,112E-005;-1,415E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,062;;;;0,1835;;;;;;;-6,239E-005;-1,442E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,141;;;;0,1835;;;;;;;-6,358E-005;-1,466E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,219;;;;0,1832;;;;;;;-6,468E-005;-1,489E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,297;;;;0,1827;;;;;;;-6,570E-005;-1,512E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,375;;;;0,1827;;;;;;;-6,663E-005;-1,533E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,453;;;;0,1831;;;;;;;-6,747E-005;-1,553E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,531;;;;0,1831;;;;;;;-6,823E-005;-1,569E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,609;;;;0,1831;;;;;;;-6,889E-005;-1,585E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,687;;;;0,1835;;;;;;;-6,946E-005;-1,601E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,766;;;;0,1834;;;;;;;-6,994E-005;-1,615E-003;21,00;9,1500
Oscillation Single Frequency (3);4,102E+003;9,844;;;;0,1832;;;;;;;-7,033E-005;-1,626E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;9,922;;;;0,1836;;;;;;;-7,063E-005;-1,635E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,00;;;;0,1837;;;;;;;-7,083E-005;-1,645E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,08;;;;0,1836;;;;;;;-7,094E-005;-1,653E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,16;;;;0,1837;;;;;;;-7,095E-005;-1,656E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,23;;;;0,1836;;;;;;;-7,087E-005;-1,659E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,31;;;;0,1841;;;;;;;-7,070E-005;-1,661E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,39;;;;0,1843;;;;;;;-7,043E-005;-1,662E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,47;;;;0,1837;;;;;;;-7,007E-005;-1,660E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,55;;;;0,1836;;;;;;;-6,962E-005;-1,657E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,62;;;;0,1838;;;;;;;-6,907E-005;-1,652E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,70;;;;0,1837;;;;;;;-6,843E-005;-1,644E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,78;;;;0,1839;;;;;;;-6,771E-005;-1,636E-003;21,00;9,1500
Oscillation Single Frequency (3);4,103E+003;10,86;;;;0,1837;;;;;;;-6,689E-005;-1,627E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;10,94;;;;0,1833;;;;;;;-6,599E-005;-1,615E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,02;;;;0,1833;;;;;;;-6,500E-005;-1,602E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,09;;;;0,1834;;;;;;;-6,392E-005;-1,588E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,17;;;;0,1835;;;;;;;-6,276E-005;-1,571E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,25;;;;0,1835;;;;;;;-6,151E-005;-1,554E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,33;;;;0,1833;;;;;;;-6,018E-005;-1,536E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,41;;;;0,1831;;;;;;;-5,878E-005;-1,517E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,48;;;;0,1831;;;;;;;-5,729E-005;-1,495E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,56;;;;0,1828;;;;;;;-5,573E-005;-1,471E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,64;;;;0,1828;;;;;;;-5,410E-005;-1,448E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,72;;;;0,1826;;;;;;;-5,240E-005;-1,423E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,80;;;;0,1827;;;;;;;-5,062E-005;-1,397E-003;21,00;9,1500
Oscillation Single Frequency (3);4,104E+003;11,87;;;;0,1829;;;;;;;-4,878E-005;-1,369E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;11,95;;;;0,1833;;;;;;;-4,688E-005;-1,338E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,03;;;;0,1833;;;;;;;-4,491E-005;-1,308E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,11;;;;0,1831;;;;;;;-4,288E-005;-1,278E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,19;;;;0,1829;;;;;;;-4,080E-005;-1,246E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,27;;;;0,1830;;;;;;;-3,866E-005;-1,213E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,34;;;;0,1830;;;;;;;-3,647E-005;-1,180E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,42;;;;0,1833;;;;;;;-3,424E-005;-1,144E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,50;;;;0,1834;;;;;;;-3,196E-005;-1,107E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,58;;;;0,1831;;;;;;;-2,963E-005;-1,071E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,66;;;;0,1831;;;;;;;-2,726E-005;-1,033E-003;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,73;;;;0,1833;;;;;;;-2,486E-005;-9,946E-004;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,81;;;;0,1832;;;;;;;-2,243E-005;-9,549E-004;21,00;9,1500
Oscillation Single Frequency (3);4,105E+003;12,89;;;;0,1831;;;;;;;-1,997E-005;-9,130E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;12,97;;;;0,1830;;;;;;;-1,748E-005;-8,719E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,05;;;;0,1829;;;;;;;-1,497E-005;-8,298E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,12;;;;0,1831;;;;;;;-1,244E-005;-7,874E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,20;;;;0,1832;;;;;;;-9,891E-006;-7,443E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,28;;;;0,1832;;;;;;;-7,331E-006;-7,011E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,36;;;;0,1828;;;;;;;-4,760E-006;-6,574E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,44;;;;0,1830;;;;;;;-2,183E-006;-6,134E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,52;;;;0,1830;;;;;;;3,963E-007;-5,682E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,59;;;;0,1833;;;;;;;2,975E-006;-5,229E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,67;;;;0,1830;;;;;;;5,551E-006;-4,774E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,75;;;;0,1830;;;;;;;8,118E-006;-4,330E-004;21,00;9,1500
Oscillation Single Frequency (3);4,106E+003;13,83;;;;0,1832;;;;;;;1,068E-005;-3,897E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;13,91;;;;0,1834;;;;;;;1,322E-005;-3,469E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;13,98;;;;0,1835;;;;;;;1,574E-005;-3,021E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,06;;;;0,1833;;;;;;;1,825E-005;-2,573E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,14;;;;0,1837;;;;;;;2,073E-005;-2,135E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,22;;;;0,1835;;;;;;;2,318E-005;-1,701E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,30;;;;0,1838;;;;;;;2,561E-005;-1,268E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,37;;;;0,1838;;;;;;;2,799E-005;-8,299E-005;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,45;;;;0,1837;;;;;;;3,035E-005;-4,052E-005;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,53;;;;0,1837;;;;;;;3,266E-005;6,591E-007;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,61;;;;0,1835;;;;;;;3,493E-005;4,146E-005;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,69;;;;0,1832;;;;;;;3,715E-005;8,202E-005;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,77;;;;0,1832;;;;;;;3,932E-005;1,202E-004;21,00;9,1500
Oscillation Single Frequency (3);4,107E+003;14,84;;;;0,1833;;;;;;;4,144E-005;1,581E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;14,92;;;;0,1833;;;;;;;4,351E-005;1,953E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,00;;;;0,1833;;;;;;;4,552E-005;2,313E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,08;;;;0,1836;;;;;;;4,747E-005;2,651E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,16;;;;0,1836;;;;;;;4,935E-005;2,991E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,23;;;;0,1838;;;;;;;5,117E-005;3,325E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,31;;;;0,1835;;;;;;;5,293E-005;3,654E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,39;;;;0,1834;;;;;;;5,461E-005;3,965E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,47;;;;0,1834;;;;;;;5,622E-005;4,274E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,55;;;;0,1832;;;;;;;5,776E-005;4,551E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,62;;;;0,1831;;;;;;;5,922E-005;4,829E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,70;;;;0,1830;;;;;;;6,060E-005;5,098E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,78;;;;0,1831;;;;;;;6,190E-005;5,356E-004;21,00;9,1500
Oscillation Single Frequency (3);4,108E+003;15,86;;;;0,1829;;;;;;;6,312E-005;5,594E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;15,94;;;;0,1826;;;;;;;6,426E-005;5,812E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,02;;;;0,1828;;;;;;;6,531E-005;6,022E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,09;;;;0,1827;;;;;;;6,627E-005;6,232E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,17;;;;0,1827;;;;;;;6,715E-005;6,414E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,25;;;;0,1826;;;;;;;6,794E-005;6,584E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,33;;;;0,1826;;;;;;;6,864E-005;6,744E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,41;;;;0,1827;;;;;;;6,925E-005;6,894E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,48;;;;0,1827;;;;;;;6,976E-005;7,026E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,56;;;;0,1827;;;;;;;7,019E-005;7,134E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,64;;;;0,1825;;;;;;;7,052E-005;7,230E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,72;;;;0,1823;;;;;;;7,076E-005;7,312E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,80;;;;0,1826;;;;;;;7,090E-005;7,383E-004;21,00;9,1500
Oscillation Single Frequency (3);4,109E+003;16,87;;;;0,1825;;;;;;;7,095E-005;7,428E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;16,95;;;;0,1830;;;;;;;7,091E-005;7,469E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,03;;;;0,1831;;;;;;;7,078E-005;7,479E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,11;;;;0,1830;;;;;;;7,055E-005;7,474E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,19;;;;0,1831;;;;;;;7,022E-005;7,455E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,27;;;;0,1828;;;;;;;6,981E-005;7,426E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,34;;;;0,1831;;;;;;;6,930E-005;7,384E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,42;;;;0,1833;;;;;;;6,870E-005;7,312E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,50;;;;0,1834;;;;;;;6,801E-005;7,229E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,58;;;;0,1834;;;;;;;6,723E-005;7,127E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,66;;;;0,1836;;;;;;;6,636E-005;7,015E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,73;;;;0,1837;;;;;;;6,540E-005;6,885E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,81;;;;0,1833;;;;;;;6,436E-005;6,743E-004;21,00;9,1500
Oscillation Single Frequency (3);4,110E+003;17,89;;;;0,1830;;;;;;;6,323E-005;6,583E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;17,97;;;;0,1832;;;;;;;6,201E-005;6,398E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,05;;;;0,1832;;;;;;;6,072E-005;6,223E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,12;;;;0,1835;;;;;;;5,935E-005;6,027E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,20;;;;0,1834;;;;;;;5,789E-005;5,816E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,28;;;;0,1836;;;;;;;5,636E-005;5,591E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,36;;;;0,1834;;;;;;;5,476E-005;5,348E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,44;;;;0,1834;;;;;;;5,308E-005;5,093E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,52;;;;0,1832;;;;;;;5,133E-005;4,833E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,59;;;;0,1832;;;;;;;4,952E-005;4,557E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,67;;;;0,1833;;;;;;;4,764E-005;4,277E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,75;;;;0,1833;;;;;;;4,569E-005;3,974E-004;21,00;9,1500
Oscillation Single Frequency (3);4,111E+003;18,83;;;;0,1835;;;;;;;4,369E-005;3,677E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;18,91;;;;0,1837;;;;;;;4,163E-005;3,336E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;18,98;;;;0,1835;;;;;;;3,951E-005;3,008E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,06;;;;0,1835;;;;;;;3,734E-005;2,682E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,14;;;;0,1836;;;;;;;3,513E-005;2,334E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,22;;;;0,1841;;;;;;;3,286E-005;1,977E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,30;;;;0,1842;;;;;;;3,055E-005;1,607E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,37;;;;0,1844;;;;;;;2,821E-005;1,238E-004;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,45;;;;0,1843;;;;;;;2,582E-005;8,558E-005;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,53;;;;0,1842;;;;;;;2,340E-005;4,649E-005;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,61;;;;0,1840;;;;;;;2,095E-005;5,764E-006;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,69;;;;0,1840;;;;;;;1,847E-005;-3,720E-005;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,77;;;;0,1840;;;;;;;1,597E-005;-7,850E-005;21,00;9,1500
Oscillation Single Frequency (3);4,112E+003;19,84;;;;0,1841;;;;;;;1,345E-005;-1,205E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;19,92;;;;0,1843;;;;;;;1,090E-005;-1,651E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,00;;;;0,1841;;;;;;;8,348E-006;-2,086E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,08;;;;0,1835;;;;;;;5,781E-006;-2,530E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,16;;;;0,1836;;;;;;;3,206E-006;-2,972E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,23;;;;0,1840;;;;;;;6,274E-007;-3,413E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,31;;;;0,1839;;;;;;;-1,952E-006;-3,857E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,39;;;;0,1838;;;;;;;-4,529E-006;-4,293E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,47;;;;0,1839;;;;;;;-7,101E-006;-4,738E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,55;;;;0,1841;;;;;;;-9,662E-006;-5,190E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,62;;;;0,1839;;;;;;;-1,221E-005;-5,637E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,70;;;;0,1835;;;;;;;-1,474E-005;-6,087E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,78;;;;0,1834;;;;;;;-1,726E-005;-6,535E-004;21,00;9,1500
Oscillation Single Frequency (3);4,113E+003;20,86;;;;0,1834;;;;;;;-1,975E-005;-6,969E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;20,94;;;;0,1838;;;;;;;-2,221E-005;-7,411E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,02;;;;0,1841;;;;;;;-2,465E-005;-7,839E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,09;;;;0,1839;;;;;;;-2,705E-005;-8,270E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,17;;;;0,1841;;;;;;;-2,942E-005;-8,693E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,25;;;;0,1839;;;;;;;-3,174E-005;-9,116E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,33;;;;0,1839;;;;;;;-3,403E-005;-9,521E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,41;;;;0,1838;;;;;;;-3,628E-005;-9,933E-004;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,48;;;;0,1839;;;;;;;-3,847E-005;-1,034E-003;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,56;;;;0,1840;;;;;;;-4,061E-005;-1,071E-003;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,64;;;;0,1839;;;;;;;-4,270E-005;-1,109E-003;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,72;;;;0,1838;;;;;;;-4,473E-005;-1,146E-003;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,80;;;;0,1838;;;;;;;-4,670E-005;-1,182E-003;21,00;9,1500
Oscillation Single Frequency (3);4,114E+003;21,87;;;;0,1838;;;;;;;-4,861E-005;-1,218E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;21,95;;;;0,1837;;;;;;;-5,046E-005;-1,251E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,03;;;;0,1837;;;;;;;-5,224E-005;-1,282E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,11;;;;0,1835;;;;;;;-5,395E-005;-1,314E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,19;;;;0,1838;;;;;;;-5,559E-005;-1,347E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,27;;;;0,1836;;;;;;;-5,716E-005;-1,378E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,34;;;;0,1833;;;;;;;-5,865E-005;-1,406E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,42;;;;0,1837;;;;;;;-6,006E-005;-1,433E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,50;;;;0,1838;;;;;;;-6,140E-005;-1,459E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,58;;;;0,1837;;;;;;;-6,265E-005;-1,484E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,66;;;;0,1837;;;;;;;-6,382E-005;-1,506E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,73;;;;0,1835;;;;;;;-6,490E-005;-1,529E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,81;;;;0,1836;;;;;;;-6,590E-005;-1,549E-003;21,00;9,1500
Oscillation Single Frequency (3);4,115E+003;22,89;;;;0,1835;;;;;;;-6,681E-005;-1,568E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;22,97;;;;0,1835;;;;;;;-6,764E-005;-1,587E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,05;;;;0,1838;;;;;;;-6,837E-005;-1,604E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,12;;;;0,1843;;;;;;;-6,902E-005;-1,619E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,20;;;;0,1843;;;;;;;-6,957E-005;-1,631E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,28;;;;0,1841;;;;;;;-7,003E-005;-1,645E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,36;;;;0,1840;;;;;;;-7,040E-005;-1,653E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,44;;;;0,1839;;;;;;;-7,068E-005;-1,662E-003;21,00;9,1500
Oscillation Single Frequency (3);4,116E+003;23,52;;;;0,1838;;;;;;;-7,086E-005;-1,671E-003;21,00;9,1500
